clip_id,song_title,movie,year,decade,composer,singer,umap_1,umap_2
knkNX-_Zp5w_clip,Varushamellam Vasantham Movie Songs Enge Andha Vennila Song Manoj Kunal Anita Un,Varushamellam Vasantham,2002,2000,M.S. Viswanathan,S.P. Balasubrahmanyam,3.104949,2.820425
koDshbx58yU_clip,"Vandhaan Vendraan Kanchana Mala Tamil Video Jiiva, Taapsee",I,2011,2010,A.R. Rahman,A.R. Rahman; Others,3.3108513,3.944974
kzAcIoIMY8o_clip,Sakkarakatti Chinnama Chilakamma Video Song A.R. Rahman Shanthnu,I,2008,2000,A.R. Rahman,A.R. Rahman; Others,3.8629613,3.3759336
lRdhCtKdt68_clip,"Un Uthattora Sevappe Panchalankurichi Movie Songs Hariharan, Anuradha Sriram Pra",I,1993,1990,A.R. Rahman,A.R. Rahman; Others,1.4448514,1.4870979
lZORMUufA_Y_clip,"3 Idhazhin Oram Video Dhanush, Shruti Anirudh",I,2011,2010,A.R. Rahman,A.R. Rahman; Others,1.2524444,4.953379
lc_Oc5tolEU_clip,"Ethir Neechal Nijamellam Video Song Sivakarthikeyan, Priya Anirudh Ravichander",I,2012,2010,A.R. Rahman,A.R. Rahman; Others,4.007076,6.030626
ljDYhKzWCO4_clip,Jilpanso Music Video Youth Ken Karunaas GV Prakash,I,2026,2020,A.R. Rahman,A.R. Rahman; Others,4.985699,4.92897
m3wMORMr1qk_clip,Endhan Uyir Thozhiyae song Winner Tamil Movie Prasanth Kiran Vadivelu Yuvan Shan,I,2003,2000,A.R. Rahman,A.R. Rahman; Others,0.4738352,3.951561
m6LDCeDAaoU_clip,Muthirai Ippothu Video Song HD Uzhaippali Tamil Movie Songs Rajinikanth Roja Ila,Roja,1993,1990,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,2.2628975,2.9790235
m87B0ulgN64_clip,Beast,Beast,2022,2020,Anirudh,Anirudh,5.6917596,4.6908937
m8pk_gODCwM_clip,Jana Nayagan Thalapathy Kacheri Lyric Video Thalapathy Vijay H Vinoth Anirudh Po,Nayagan,2026,2020,Ilaiyaraaja,S.P. Balasubrahmanyam,5.5084286,4.9704947
mCyC1LoFzTU_clip,Guru (Tamil) Mayya Mayya Video A.R. Rahman,I,2006,2000,A.R. Rahman,A.R. Rahman; Others,2.319189,4.292739
mVvURlJn2WQ_clip,Mass Beat Mashup 2026 Trending South Hits Song 4K,I,2026,2020,A.R. Rahman,A.R. Rahman; Others,5.2139764,5.1986284
misuAYV7Z2s_clip,Yennai Arindhaal Adhaaru Adhaaru Video Ajith Harris Jayaraj Gautham Menon,I,2014,2010,A.R. Rahman,A.R. Rahman; Others,5.382261,4.571376
mvbZOKJu7lo_clip,Aadukalam Yathe Yathe Tamil Lyric Video Dhanush G.V. Prakash Kumar,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,2.2126765,6.0788956
n09wgP_8avQ_clip,Arachcha Santhanam Chinna Thambi Movie Tamil Song Ilaiyaraaja SPB Prabhu Khushbu,I,1991,1990,A.R. Rahman,A.R. Rahman; Others,1.6789978,1.6686916
n1RDN_KBTOY_clip,Mattikkiten Official Video Song Padaiveeran Karthik Raja Vijay Yesudas Dhana,I,2017,2010,A.R. Rahman,A.R. Rahman; Others,4.519771,4.0303817
nCNqPgXDYhY_clip,Master,Master,2020,2020,Anirudh,Anirudh,5.262497,5.4396086
nJHYwNUMbI4_clip,Vel Aayiram Jannal Veedu Video Yuvanshankar Raja Suriya,I,2007,2000,A.R. Rahman,A.R. Rahman; Others,4.491589,3.863986
nMUmySghIL0_clip,Sirai Neelothi Video Song Vikram Prabhu L K Akshay Kumar Justin Prabhakaran Sure,I,2026,2020,A.R. Rahman,A.R. Rahman; Others,0.5094505,4.901802
nSuy6ucSJ4E_clip,Unnai Kanda Naal Video Salim Vijay Antony Tamil HD Songs,I,2013,2010,A.R. Rahman,A.R. Rahman; Others,1.2749997,4.801606
nYVqF7W31fw_clip,நலம் வாழ Nalam Vazha Marupadiyum Tamil Superhit Video Song HD,I,1991,1990,A.R. Rahman,A.R. Rahman; Others,1.3347725,1.6550432
neOasLBWoy0_clip,Monica Video Song COOLIE Superstar Rajinikanth Sun Pictures Lokesh Anirudh Pooja,I,2025,2020,A.R. Rahman,A.R. Rahman; Others,4.828905,4.978753
niBCtjtZohk_clip,Aaru Tamil Movie Nenjam Ennum Video Song Suriya Trisha Devi Sri Prasad Hari,I,2005,2000,A.R. Rahman,A.R. Rahman; Others,1.741552,4.615863
njTC4d0vSXY_clip,"Thalapathi Movie Songs Sundari Song Rajanikanth, Mammootty, Shobana Ilayaraja Ma",I,1991,1990,A.R. Rahman,A.R. Rahman; Others,0.9450184,2.0555255
nobCEU0GVGE_clip,"Ithu Kathirvelan Kadhal Anbe Anbe Video Udhayanidhi Stalin, Nayanthara",Mouna Ragam,2014,2010,Ilaiyaraaja,S. Janaki,0.407009,3.256113
npkluExcaAY_clip,Thoranai Vaa Chellam Video Mani Sharma,I,2009,2000,A.R. Rahman,A.R. Rahman; Others,4.338938,5.287452
nqZ1hyvvFrQ_clip,"Priyamaanavale Enakkoru Snehidhi Video Vijay, Simran S.A. Rajkumar",I,1998,1990,A.R. Rahman,A.R. Rahman; Others,0.9750591,2.8432667
nvc58d3EbDk_clip,Mouna Ragam,Mouna Ragam,1983,1980,Ilaiyaraaja,S. Janaki,0.56224144,2.4884996
o93_5KmD8V4_clip,"Telephone Mani Poll Lyrical Indian Tamil Songs Kamal , Manisha Koirala A.R.Raham",I,1996,1990,A.R. Rahman,A.R. Rahman; Others,3.5879676,4.857006
oLgzs8nut3A_clip,Ullaallaa Official Video (Tamil) Petta Video Songs Rajinikanth Anirudh Ravichand,I,2018,2010,A.R. Rahman,A.R. Rahman; Others,5.3557005,5.166163
oNTOpHEpGiA_clip,Vaaranam Aayiram Adiyae Kolluthey Video Harris Jayaraj Suriya,I,2008,2000,A.R. Rahman,A.R. Rahman; Others,1.3257723,6.322673
ovYSmZj85Es_clip,"Madha Yaanai Koottam Kona Kondakari Video Kathir, Oviya",I,2013,2010,A.R. Rahman,A.R. Rahman; Others,3.6981666,4.066318
p3ae5Iw91yM_clip,"En Veetula Video Song Idharkuthaane Aasaipattai Balakumara Vijay Sethupathy, Ash",I,2013,2010,A.R. Rahman,A.R. Rahman; Others,3.4576092,4.941934
p7_GDN6r2OY_clip,Oruvan Oruvan 4K Video Song Superstar Rajinikanth A R Rahman Muthu Tamil Song Su,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,3.7278745,5.536165
pJ1NQZN_SyY_clip,Oru Maina Maina Video Song HD Uzhaippali Tamil Movie Songs Rajinikanth Roja Ilay,Roja,1993,1990,A.R. Rahman,S.P. Balasubrahmanyam; K.S. Chithra,2.1168294,1.5720122
pMLKRH8VQ6Q_clip,"Suraa Vetri Kodi Yettru Video Song Vijay, Tamannaah Mani Sharma",Vetri,2000,2000,Viswanathan Ramamoorthy,T.M. Soundararajan,5.5525537,4.557064
pOLAtEQYGU8_clip,Adhirudha Video Song Mark Antony T.Rajendar Vishal S.J.Suryah GV Prakas Adhik S.,I,2023,2020,A.R. Rahman,A.R. Rahman; Others,5.3511467,5.0068746
pTx0jOD5Yqw_clip,Kuluvalilae Video Song Muthu Movie 1995 Rajinikanth Meena Tamil Video Song.,I,1995,1990,A.R. Rahman,A.R. Rahman; Others,3.2583601,3.301337
pU3wNosqqLU_clip,O Butterfly Video Song Meera Tamil Movie Songs Vikram Aishwarya Ilaiyaraaja Pyra,I,1992,1990,A.R. Rahman,A.R. Rahman; Others,1.0006473,1.2171582
pVkDZueTBpY_clip,"Maragatha Naanayam Nee Kavithaigala Song with Lyrics Aadhi, Nikki Galrani Dhibu ",I,2017,2010,A.R. Rahman,A.R. Rahman; Others,0.82336974,3.6732626
pbGTuJiC7bI_clip,"Paiya Poongatre Poongatre Video Karthi, Tamannah Yuvan Shankar Raja",I,2009,2000,A.R. Rahman,A.R. Rahman; Others,2.2851121,4.966714
pn6M7_L1JbQ_clip,Thaanaa Serndha Koottam Sodakku Tamil Video Suriya Anirudh l Keerthi Suresh,I,2017,2010,A.R. Rahman,A.R. Rahman; Others,5.1988544,4.4247794
pnWvZCAvv9Y_clip,U Turn The Karma Theme (Tamil) Samantha Anirudh Ravichander,I,2018,2010,A.R. Rahman,A.R. Rahman; Others,1.5259821,4.913854
ppaBeRuZ8JU_clip,Perunthil Nee Enakku with Lyrics Pori Jeeva Pooja Tamil Movie Songs,I,2006,2000,A.R. Rahman,A.R. Rahman; Others,2.1358478,3.6185708
qOTEK-VsYI0_clip,Naan Aval Illai Video Song Masss Suriya Pranitha Subhash Yuvan Shankar Raja Venk,I,2015,2010,A.R. Rahman,A.R. Rahman; Others,0.39789307,5.6861634
qP8e7lFdEho_clip,Kanaa Othaiyadi Pathayila Video Arunraja Kamaraj Dhibu Ninan Thomas,I,2018,2010,A.R. Rahman,A.R. Rahman; Others,1.6712909,3.6792781
qbzgc1f_ypE_clip,Nilave Nilave Video Song Nilaave Vaa Tamil Movie Songs Vijay Suvalakshmi Pyramid,I,1998,1990,A.R. Rahman,A.R. Rahman; Others,1.8338768,3.0153766
r3bngwZsfMI_clip,Eeswaran Mangalyam Video Song Silambarasan TR Nidhhi Agerwal Susienthiran Thaman,I,2021,2020,A.R. Rahman,A.R. Rahman; Others,4.9200244,4.7221656
r5v6OV6tHS0_clip,Unnai Kandane Mudhal Murai உன்னை கண்டேனே Parijatham 2006 Video + 7.1 Surrounding,I,2006,2000,A.R. Rahman,A.R. Rahman; Others,1.4449615,5.794944
r7MlejG7WsI_clip,"Mankatha Balle Lakka Video Ajith, Trisha Yuvan",I,2011,2010,A.R. Rahman,A.R. Rahman; Others,5.358808,5.149851
rDzFFHdEoEA_clip,Alli Arjuna Tamil Movie Songs Sollayo Solaikili Video Song Manoj Richa Pallod AR,I,1999,1990,A.R. Rahman,A.R. Rahman; Others,3.5942006,5.6756287
rHuiaFWUtxk_clip,Azhagooril Poothavale 4K Video Song அழகூரில் பூத்தவளே Thirumalai Vijay Jyothika ,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,0.7078319,3.5515523
rXKJOjQJzgc_clip,Samikitta Sollivachi Video Song Avaram Poo Tamil Movie Songs Vineeth Nandhini Il,I,1992,1990,A.R. Rahman,A.R. Rahman; Others,1.6838584,1.8241333
rY6iSOMCzlQ_clip,Nee Illai Endral Video Song Dheena Tamil Movie Songs Ajith Laila Thala Ajith Son,I,2001,2000,A.R. Rahman,A.R. Rahman; Others,1.468814,5.6534657
rojnUv1MagE_clip,குரு ஆருயிரே தமிழ் பாடல்வரிகள் எ ர் ரகுமான்,,2006,2000,,,1.4637852,4.7600594
ryHhJbFHDJg_clip,Thiruvilaiyaadal Aarambam Movie Songs Vizhigalil Vizhigalil Video Song Dhanush S,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,-0.11525395,4.4749517
s-l_iIWs5sY_clip,Konji Konji 4K Video Song Ilayaraaja S.P.Balasubrahmanyam Panchu Arunachalam Raj,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,1.8962327,2.9131174
s-z6t7eehUQ_clip,Anbe Vaa,Anbe Vaa,1955,1950,M.S. Viswanathan,T.M. Soundararajan,2.000936,1.203763
sLGe9s9q-vY_clip,Polladhavan Engeyum Eppothum Video Song Dhanush Vetrimaaran GV Prakash S Kathire,Vetri,2000,2000,Viswanathan Ramamoorthy,T.M. Soundararajan,5.3006907,5.1397443
siN8Z1B2T8o_clip,"Annamalai Video Songs Rekkai Katti Parakudhu Video Song Rajinikanth, Kushboo Tam",I,1992,1990,A.R. Rahman,A.R. Rahman; Others,3.792093,2.7936597
stHk8B5mta4_clip,Aayitha Ezhuthu Yaakkai Thiri Tamil Lyric Video A.R. Rahman,I,2004,2000,A.R. Rahman,A.R. Rahman; Others,0.5074084,4.293651
t4vXTMgnD1I_clip,Ambikapathy Ambikapathy Tamil Song Dhanush A. R. Rahman,I,2013,2010,A.R. Rahman,A.R. Rahman; Others,2.0438185,4.097577
tAPV93uPcAg_clip,"Maruthu Othasada Rosa Video Vishal, Sri Divya D. Imman",I,2016,2010,A.R. Rahman,A.R. Rahman; Others,2.969312,3.2488966
tFX2UvkQj44_clip,"Kaathuvaakula Rendu Kaadhal Dippam Dappam Video Vijay Sethupathi, Anirudh",Kadal Meengal,2020,2020,M.S. Viswanathan,T.M. Soundararajan,4.7683897,5.397
tRAqidSJJIY_clip,Muthada Chammak Challo (Ra One) Full Video Song Tamil Version,I,2011,2010,A.R. Rahman,A.R. Rahman; Others,4.433828,5.38427
tYSrY4iPX6w_clip,"Tum Tum Video Song Enemy (Tamil) Vishal,Arya Anand Shankar Vinod Kumar Thaman S",I,2021,2020,A.R. Rahman,A.R. Rahman; Others,4.54951,4.280638
tcwn5skTetg_clip,"Azhagiya Laila 4K Lyrical Song Ullathai Allitha Karthik, Rambha, Goundamani Mano",I,1996,1990,A.R. Rahman,A.R. Rahman; Others,3.6469662,4.7714376
tmIKvkOLhR4_clip,Udhaya Udhaya Video Song Udhaya Tamil Movie Songs Vijay Simran Vivek Pyramid Mus,I,2003,2000,A.R. Rahman,A.R. Rahman; Others,0.2427532,4.1789117
ttDT1GlM4Z8_clip,"Kumki Nee Yeppo Pulla Video Vikram Prabhu, Lakshmi Menon D. Imman",I,2012,2010,A.R. Rahman,A.R. Rahman; Others,2.5422132,5.725956
tyrXCkvmyHs_clip,Kadhalikkum 4K Song Kadhalan Video Songs 4K Remastered A.R.Rahman,I,1990,1990,A.R. Rahman,A.R. Rahman; Others,2.2688136,5.0866284
uCmbqu00yUU_clip,Kadhal Kottai Tamil Movie Songs Kaalamellam Kadhal Video Song Ajith Devayani Dev,I,1996,1990,A.R. Rahman,A.R. Rahman; Others,0.29867572,3.425672
uI_ug1H6u0k_clip,"I Mersalaayitten Video A.R. Rahman Vikram, Amy Jackson Shankar",I,2014,2010,A.R. Rahman,A.R. Rahman; Others,4.309744,4.9283175
uJaT10y6V20_clip,June Ponal July Katre Song Lyrics Unnale Unnale Harris Jayaraj Arun Krish Harini,I,2008,2000,A.R. Rahman,A.R. Rahman; Others,2.4057531,4.330575
uKersNebvBk_clip,எந்த பெண்ணிலும் இல்லாத ஒன்று Entha Pennilum Illatha Ondru Hd Video Songs Tamil M,I,1992,1990,A.R. Rahman,A.R. Rahman; Others,0.6290756,2.2596393
uSmng_rewMM_clip,Va Va Nilava Official Video Song Naan Mahaan Alla Karthi Kajal Aggarwal Yuvan Sh,I,2010,2010,A.R. Rahman,A.R. Rahman; Others,3.219864,2.8915894
ujYkZjRsD5s_clip,Pothuvaaga En Manasu Thangam 4K Video Song Murattu Kaalai Movie Songs Rajinikant,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,4.7911325,3.5114684
v2pfNAPmNck_clip,Yuvan Shankar Raja Merke Merke Hd Video Song Kanda Naal Mudhal Tamil Movie Prasa,I,2005,2000,A.R. Rahman,A.R. Rahman; Others,1.3681293,4.3314233
vDhOeOGDJuM_clip,Pudhu Nellu Pudhu Naathu Tamil Movie Songs Hey Marikozhundhu Video Song Sukanya ,I,1991,1990,A.R. Rahman,A.R. Rahman; Others,1.4049258,1.646744
vML991fMZ9o_clip,Aal Thotta Bhoopathi 4K Video Song ஆள்தோட்ட பூபதி Youth Vijay Shaheen Khan Mani ,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,4.867718,4.157341
vj2_z1GYXcU_clip,Vinnaithaandi Varuvaayaa Omana Penne Video Song A.R. Rahman STR Trisha GVM,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,1.521358,5.794974
vngkmkAjbmQ_clip,Melliname Song Shajahan Tamil Movie Vijay Richa Pallod Harish Raghavendra Mani S,I,2001,2000,A.R. Rahman,A.R. Rahman; Others,0.89534515,2.6172557
vnsEKd5z_rA_clip,Kadhal Vaithu 4K Video Song காதல் வைத்து Deepavali Jayam Ravi Bhavana Yuvan Shan,I,2007,2000,A.R. Rahman,A.R. Rahman; Others,1.0846403,5.573108
vw1YxqeOvHU_clip,"Kazhugoo Aathadi Manasudhan Video Krishna, Bindhu Yuvan",I,2011,2010,A.R. Rahman,A.R. Rahman; Others,2.182572,6.2043304
w7UctxYmouY_clip,Sollamalae HD Video Song சொல்லாமலே யார் பார்த்தது Poove Unakkaga Vijay Sangita S,I,1997,1990,A.R. Rahman,A.R. Rahman; Others,1.6314561,3.5145218
wEhX44OGXHM_clip,Sikkadha Sittondru Video Song Sethu Tamil Movie Songs Vikram Sriman Abitha Pyram,I,1999,1990,A.R. Rahman,A.R. Rahman; Others,4.4346347,5.1075583
wZoJv9YfEAQ_clip,Usalampatti Penkutti Gentleman 1080p HD Video Song,I,1995,1990,A.R. Rahman,A.R. Rahman; Others,4.47255,3.9095457
x6hVeBGo-Ns_clip,Thithikudhe Tamil Movie Songs HD Silendra Theepori Ondru Video Song Jeeva Sridev,I,2003,2000,A.R. Rahman,A.R. Rahman; Others,1.3988855,4.053347
xZ92nnR1Pt8_clip,Kaththi,Kaththi,2014,2010,Anirudh,Anirudh,4.3881445,5.488106
xugIds3E5UI_clip,Anniyan,Anniyan,2005,2000,A.R. Rahman,S. Janaki,4.42414,5.2700505
xzxr6fxdI_E_clip,"Thani Oruvan Kadhal Cricket Video Jayam Ravi, Nayanthara Hip Hop Tamizha",I,2015,2010,A.R. Rahman,A.R. Rahman; Others,4.048363,5.7998466
yXst4TVCaaI_clip,Gala Galavena Video Song Rhythm Tamil Movie Songs Meena Ramesh Arvind A. R. Rahm,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,1.7022996,3.0614178
yhXC9ZFYlqY_clip,Mazhaiye Mazhaiye Eeram 2009 Tamil HD Video Song 1080P Bluray,I,2009,2000,A.R. Rahman,A.R. Rahman; Others,1.0506965,5.8610654
ylw3A8v_l50_clip,Punnakaiyil Minsaram 4K Video Song Barathan Tamil Movie Songs Vijayakanth Bhanup,I,1992,1990,A.R. Rahman,A.R. Rahman; Others,2.8446054,2.0955122
yvbzk0SED14_clip,Thottu Thottu Pesum Sultana Video Song Simran Vidyasagar Swarnalatha Pushpavanam,I,2000,2000,A.R. Rahman,A.R. Rahman; Others,3.812086,4.617111
z5_klHXYZS4_clip,"Venmegam 8K 4K Music Video Song Yaaradi Nee Mohini Dhanush, Nayanthara Yuvanshan",I,2000,2000,A.R. Rahman,A.R. Rahman; Others,1.5284907,4.6758833
z89w9c18uG8_clip,Sivapathigaram Tamil Movie Songs Mannarkudi Kalakalakka Video Song Vishal Vidyas,I,2006,2000,A.R. Rahman,A.R. Rahman; Others,4.9266586,3.7527592
zqQz-cLEumo_clip,"Kodi Sirukki Vaasam Tamil Video Dhanush, Trisha Santhosh Narayanan",I,2016,2010,A.R. Rahman,A.R. Rahman; Others,2.720784,5.5493436
zuykicDAdso_clip,Kanden Kadhalai Suthudhu Suthudhu Video Vidyasagar,I,2009,2000,A.R. Rahman,A.R. Rahman; Others,3.4614878,4.591113
-UPuzR_Vkr0_clip,Nila Adhu Vaanathumele - Nayakan ,Nayagan,1985,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,3.1396086,2.4048977
-WFTBEpAlwY_clip,Nadamaadi Tirindha Unakku - Kamboji - Kantachapu - Papavinasa Mudhaliyar - Arudra Darisanam,Pallavi Anupallavi,1972,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,1.4322718,1.0915611
06g4OJfS7mo_clip,patli kamariya mori hi hi 🥰 ,Annakili,1976,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,4.19027,5.319742
450OnBk4w-4_clip,Sarkarai panthalil - Pattampoochi,Thillu Mullu,1971,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,1.8833011,1.2699236
60HZ0jLwMTA_clip,Adaludan Padalai Kettu... ஆடலுடன் பாடலை கேட்டு...  Mano & P. Susheela. Movie: Pudhu Vasantham.,Pudhu Vasantham,1989,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,2.063202,1.4092541
6ynZk2WmDXY_clip,TAMIL OLD--Kannanai ninaikatha naal illaiye (vMv)--SEER VARISAI (1978),Kalyana Pillai,1978,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,2.7160544,2.0427275
7agmublzQXg_clip,Solla Solla ,Pallavi Anupallavi,1972,1970,Ilaiyaraaja,S. Janaki,1.7223626,1.2192339
7xUXnI7Wt4k_clip,Mandram Vantha Thendralukku HD Video Song ,Mouna Ragam,1980,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,2.0693414,1.617151
B1HufYvcLvY_clip,Vandha Naal Mudhal  HD Song,Kalyana Parisu,1961,1960,M.S. Viswanathan,P. Susheela,1.1851673,1.3095107
BVA8SGZF-G4_clip,Oru Naal Oru Pozhudhu,Mannadhen,1951,1950,S.V. Venkatraman,T.M. Soundararajan,0.10046611,4.0744333
CaM5r5es9UE_clip,Vaazha ninaithaal vaazhalaam (N.Vijaygopalan),Vaazha Ninaithal,1964,1960,K.V. Mahadevan,T.M. Soundararajan,1.3855414,1.2309831
DTctcqHbaxY_clip,Thendral Ennai HD Video Song ,Nallavanukku Nallavan,1983,1980,Ilaiyaraaja,S. Janaki,2.1079507,1.9247587
E57sf9mMvgw_clip,Patthu Maadham Sumandhu     Annaiyai Pol Oru Songs HD-Annaiyin Aanai,Thanga Radhu,1959,1950,M.S. Viswanathan,T.M. Soundararajan,1.2828752,1.2012135
EHhy7HfDoP8_clip,Ennenna Asaikattinayo,Vetri,1952,1950,Viswanathan Ramamoorthy,T.M. Soundararajan,1.3363869,1.1507578
GI8IoMQLul8_clip,Nee varu kavyadevathe - Swapnam (1973),Vazha Ninaithal,1964,1960,K.V. Mahadevan,T.M. Soundararajan,1.1302444,1.6242627
GOPnRh__FZg_clip,Thillana Mohanambal Review ,Thillana Mohanambal,1967,1960,K.V. Mahadevan,T.M. Soundararajan,1.6327275,0.9610225
GpzM-DPifS8_clip,Annakili unnai - Annakili,Annakili,1974,1970,Ilaiyaraaja,S. Janaki,1.9271369,1.8423699
HJb2lGCdlkY_clip,நீ ஒரு திறமையான குற்றவாளி ,Aayirathil Oruvan,1969,1960,K.V. Mahadevan,T.M. Soundararajan,1.3400468,0.9357409
I0hHv3WZd5o_clip,Avanukkena ThoongiVittan Song HD ,Kakkai Ragangal,1963,1960,M.S. Viswanathan,S. Janaki,1.2777163,1.9113388
JVQ0VIs8dx0_clip,Hara Hara Shembhu Shembhu,Shembhu,1987,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,1.2458444,4.550027
JkoPWH1yTg8_clip,Poomarathu Nizhalumundu Video Song ,Kuzhandai,1969,1960,K.V. Mahadevan,T.M. Soundararajan,1.3129649,1.2518264
L9cX721mR44_clip,PENNE NEE VAAZHGA (1967)--Pollaatha punsirippu--OLD SONG BOOK (vMv),Pudhu Vasantham,1960,1960,S.V. Venkatraman,P. Susheela,2.0400796,2.2740998
Q8GhYhDqiRI_clip,Viruman - Madura Veeran Video ,Madhura Veeraman,1977,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,4.2332115,4.0448985
RoKjraKvFgo_clip,Pothu Kottangkalukku Porathum,Pudhu Vasantham,1950,1950,S.V. Venkatraman,T.M. Soundararajan,2.2536123,1.3771315
SF0QKXjf6_s_clip,Aayirathil Oruvan,Aayirathil Oruvan,1969,1960,K.V. Mahadevan,T.M. Soundararajan,1.7412648,1.0207115
UB_PQS3Dvjw_clip,Kathai Undu ,Kakkai Ragangal,1963,1960,M.S. Viswanathan,T.M. Soundararajan,1.3678159,1.6180129
UjayEYV2LjA_clip,June Ponal July Katre Song Lyrical ,Kalyana Parisu,1961,1960,M.S. Viswanathan,T.M. Soundararajan,2.2066061,4.3033667
YS2ZvhPTVyg_clip,Kothaiyin Thiruppavai ,Madhura Veeraman,1977,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,2.4954681,1.6922295
YYBr4cCimwY_clip,Kaiyam Kaiyam,Raja Kaiyyam,1982,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,1.9561644,1.248835
Z3iJCnMPrRY_clip,Arulvaaye Nee Arulvaaye,Thiruvilayadal,1966,1960,K.V. Mahadevan,T.M. Soundararajan,1.4208274,1.3076913
Zv51HGYpM9s_clip,Amma Enge 1964  --  Thottu Paar Thodumpothu,Muthalvar,1966,1960,M.S. Viswanathan,T.M. Soundararajan,2.3688326,1.4161602
_AgquAijQss_clip,Pooja Pooja Bhoomiyum Maanavum - Swapnanagal,Pooja Pooja,1986,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,2.0119958,1.1936042
_Eumj6iIdOg_clip,1951ஆம் ஆண்டு ஒவ்வொரு இந்தியனையும் பெருமைப்படுத்திய நிகழ்வு நடந்த தினம் இன்று..!,Malliswari,1951,1950,S.V. Venkatraman,T.M. Soundararajan,0.8443635,1.6770872
aE2EOCijDu0_clip,Paari Vallal - Part - 1,Nallavanukku Nallavan,1984,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,1.7274938,1.5909237
bYtV68ViCbk_clip,Nalla Neram Neram Video Song ,Nalla Neram,1955,1950,M.S. Viswanathan,T.M. Soundararajan,2.0869253,1.0624732
c66YmIRguXo_clip,Malai Kallan 1954  --  Nane Inba Roja 2, Malaikallan,1952,1950,M.S. Viswanathan,T.M. Soundararajan,1.3718594,1.1190913
dP8DdszDd2s_clip,Chekka Chivantha Vaanam - Hayati Video ,Thayagu,1988,1980,Ilaiyaraaja,S.P. Balasubrahmanyam,3.839705,5.72558
dh55T7uOKyU_clip,"ASAINALE MANAM ... SINGERS, A M RAJAH & P SUSHEELA ... FILM, KALYANA PARISU (1959)",Kalyana Parisu,1953,1950,M.S. Viswanathan,T.M. Soundararajan,1.458515,1.002981
dxieZAgB3wE_clip,மனசு மயங்கும் மௌனகீதம் ,Nayagan,1985,1980,Ilaiyaraaja,S. Janaki,1.011391,2.9246073
eG6f5dKzVxA_clip,TAMIL OLD--Dingiri Dingale meenakshi Dingiri dinkale--ANBU ENGE 1958,Kumari,1958,1950,S.V. Venkatraman,T.M. Soundararajan,2.5661597,1.202634
gFcOsnk8DM0_clip,Mayakkama Kalakkama Song - Sumaithaangi (சுமைதாங்கி) Thathuva Paadal,Vazhve Maathey,1970,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,1.2585365,1.7000833
ghRSHQ-4VP8_clip,"PAAR PAAR PAAR SAAMBAARU SGR, SJ @ NAAN KANNNDA SORKKAM",Naan Kanda Sorgam,1959,1950,K.V. Mahadevan,T.M. Soundararajan,2.824477,1.1355437
hSC3pB1ZqOM_clip,Gautham knew what he was doing to the British ,Rathna,1957,1950,M.S. Viswanathan,T.M. Soundararajan,1.066369,3.613936
iqBHuPZvduI_clip,Valarpirai Enave / Gangai Amaran / Mano,Nalla Neram,1962,1960,M.S. Viswanathan,P. Susheela,2.1796002,1.5406672
kca0cG9fiQw_clip,Maate Vinadhuga Full Video Song ,Vazhve Maathey,1970,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,4.2916207,4.4539423
lcnmqhelcnU_clip,Classic Love Song ,Nalla Neram,1955,1950,M.S. Viswanathan,T.M. Soundararajan,1.0626408,1.9361802
mc_Z5D297eQ_clip,Vaa Vaa Anbe Anbe Video Song - Agni Natchathiram ,Mouna Ragam,1980,1980,Ilaiyaraaja,S. Janaki,0.64026654,2.50993
nRDUGrH5lNs_clip,#onedaycm #incedinginfotainers Uttarkhand's one day CM #ShrishtiGoswami tamil ஒரு நாள் முதல்வர்,Muthalvar,1978,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,0.83869314,2.099309
nTQRzPR76kM_clip,Andhi Neram HD ,Thillu Mullu,1971,1970,Ilaiyaraaja,S.P. Balasubrahmanyam,0.9475751,1.4909234
